SMILES,Adduct,True CCS
CCCCCCCCCCCCC=CC[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)CC=CCC=CCC=CCCCCCCCCCCCCCCCC,[M+Na]+,314.7
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,241.02
N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,[M+H]+,153
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCC/C=C/CCCCCCCC,[M-H]-,282.68
CCCCCCCCCCCCC=CC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCC,[M+H]+,286.9
Cc1nccc2c1[nH]c1ccccc12,[M+H]+,136.6
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,[M+H]+,167.6
Nc1c2ccccc2nc2ccccc12,[M+H]+,136.8
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,307.98
CCC(C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,[M+H]+,326.8
CCCCCCCCCCCCCC=CCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)C(O)C2O)[C@H](O)C(O)C1O)OC(=O)CC=CCCCCCCCCCCCCC,[M-H]-,301.9
CCCCCCCCCCCCCCC(=O)NCCO,[M+H]+,175.18
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,[M+H]+,180.1005335
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,[M-H]-,195.34
NC(CSCC[C@H](N)C(=O)O)C(=O)O,[M+H]+,146.7
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,[M-H]-,140.6
O=C(O)CCCCCCCCCCCO,[M-H]-,152.6
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,[M+H]+,200.5
COc1ccc2cc([C@H](C)CO)ccc2c1,[M+H]+,140
COc1ccc(C(=O)CC(=O)O)c2c1C=CC(C)(C)O2,[M+H]+,159.4
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,280.01
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,[M-H]-,279.765
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,260.9
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@H](N)C(=O)O,[M+H]+,231.8
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,[M+H]+,173.63
CCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,283.6
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCC,[M+Na]+,280.56
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,[M+H]+,169.5
CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,271.1
OCCc1ccccc1,[M+H]+,121.2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,[M-H]-,180.4779267
CC/C=C/C/C=C/CC/C=C/CC/C=C/CCCCCCC(=O)O,[M-H]-,180.7
CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@@H](O)CO,[M-H]-,216.9
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,[M+H]+,210.8
Nc1c(O)cccc1C(=O)O,[M-H]-,127.8
Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,[M+H]+,142.5
COc1cc(C[C@H](N)C(=O)O)ccc1O,[M-H]-,153.27
COC(=O)C[C@H]1C(C)(C)C2(O)OC34CC2C(=O)[C@]1(C)C3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1,[M+H]+,208.8
CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,[M-H]-,204.4860569
NC[C@H](O)c1ccc(O)cc1,[M+Na]+,147.3
CCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+Na]+,276.9
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M-H]-,291.98
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,291.51
CCCCCCCCCCCCC=CC[C@@H](O)[C@H](CO)NC(=O)CC=CCCCCCCCCCCCCCCCCCCCC,[M+H]+,278.2
Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1,[M-H]-,180.8
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[M+H]+,138.1
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,[M+Na]+,308.7
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,[M-H]-,174.3195727
N[C@@H](Cc1ccc(O)cc1)C(=O)O,[M+Na]+,143.7848717
CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,[M+H]+,167
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,[M+H]+,168.55
CC(=O)NC(CCCCN)C(=O)O,[M+Na]+,144.4
CC(C)C(=O)NCC(=O)O,[M-H]-,136.6085517
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,257.27
Nc1ncnc2nc[nH]c12,[M+H]+,124.9
CSc1ncnc2nc[nH]c12,[M+H]+,129.8
CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)(O)OCCN,[M-H]-,209.23
CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC,[M-H]-,267.26
CCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COC(=O)C(C)[NH3+],[M+H]+,291.7
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,[M+H]+,168.6
COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,[M+Na]+,187
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,[M+Na]+,204.7279241
CCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,264
O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1,[M+H]+,159.9
Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OC21,[M+H]+,168.1
Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,[M-H]-,134.2428663
CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CC=CCC=CCC=CCC=CCC=CCC=CCCCC,[M+Na]+,307.7
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,[M+H]+,213.6
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,[M+H]+,139.0333333
CCCCC[C@H](O)/C=C/[C@H]1CC2CC(C2)[C@@H]1C/C=C\CCCC(=O)O,[M+Na]+,203.6
CCCc1cc(=O)[nH]c(=S)[nH]1,[M+H]+,134.7
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,[M+H]+,149.5
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,[M-H]-,207.6
CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,[M+H]+,214
N[C@@H](CS)C(=O)NCC(=O)O,[M-H]-,131.7737492
CCCCCCCCCCCCC=CC[C@@H](O)[C@H](CO)NC(=O)CC=CCCCCCCCCCCCCCCCCCC,[M-H]-,260
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC,[M-H]-,247.2
O=S(=O)(O)Oc1c[nH]c2ccccc12,[M-H]-,141.9480955
CCCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,[M+Na]+,196.0481839
CCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,[M+H]+,288.86
N=C(N)NCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,[M+H]+,237.3
CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+Na]+,283.92
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[M+H]+,181.2
c1ccc2[nH]c(-c3cscn3)nc2c1,[M+Na]+,158.2833334
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,[M+H]+,267.7
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,[M+H]+,151.67
CN(C)CC(=O)O,[M+H]+,117.85
O=C(O)Cc1cnc[nH]1,[M+Na]+,148.0333333
CCCCC/C=C\C[C@@H](O)/C=C/C=C\C/C=C\CCCC(=O)O,[M+Na]+,194.4
O=C(O)Cc1ccc(O)cc1,[M-H]-,128.6
O=C(O)C1CCCCN1,[M+H]+,127.85
CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)OCCN,[M+Na]+,264.95
S=c1[nH]c2ccccc2s1,[M+H]+,126.4
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,[M+Na]+,294.2
O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,[M+H]+,202.4
O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,[M-H]-,171.2
CNCCc1c[nH]c2ccccc12,[M+H]+,142.5
Nc1ccccc1C(=O)CC(N)C(=O)O,[M+Na]+,152.95
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2,[M+H]+,208.4
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCC,[M+H]+,275.72
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,[M+Na]+,170
CC(O)(CC(=O)O)CC(=O)O,[M-H]-,125.0803831
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,[M+H]+,209
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,[M-H]-,156.0041583
O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,[M+H]+,166.9
CCC(C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(C)C,[M+H]+,241.4
O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-],[M-H]-,118.1
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,228.97
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,[M+H]+,143.7
C=C1CC2OC2(C)CC[C@@H]2[C@@H]1CC2(C)C,[M+H]+,144.2
O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,[M+Na]+,145.3
N[C@H](CO)Cc1cnc[nH]1,[M+Na]+,136.5666667
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,[M+Na]+,197.3
CCC=CCC=CCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CC=CCC=CCC,[M+H]+,220.8
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,[M-H]-,285.57
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,[M+H]+,172.7
CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC,[M-H]-,224.9
CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+H]+,278.4
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,[M-H]-,186.1
CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCC,[M-H]-,218.1
O=C(O)CCC1=C(CC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)c(CC(=O)O)c4CCC(=O)O)C(CC(=O)O)=C3CCC(=O)O,[M+H]+,285.1
C[n+]1cccc(C(=O)[O-])c1,[M+H]+,124
COC(=O)Cc1c[nH]c2ccccc12,[M+H]+,138.7
CCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[M+Na]+,284.35
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,[M+Na]+,202.7
COc1cc(O)c(C(C)=O)c(OC)c1,[M+H]+,135.9
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,[M+Na]+,205.9
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,[M+Na]+,291.76
CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,[M+H]+,366.4
C[N+](C)(C)CCCC(=O)[O-],[M+H]+,130.0485884
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,[M+H]+,178.6
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O,[M-H]-,191.59
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,[M-H]-,172.9
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,[M+H]+,288.1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,[M-H]-,268.81
CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1ccc(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(C)=O)C2,[M+H]+,207.3
CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC=CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CC=CCC=CCC=CCC=CCC=CCC=CCC=CC,[M+Na]+,294.9
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,[M+H]+,163.6
CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,[M+Na]+,183.3
C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O,[M+H]+,144.1
NCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,[M-H]-,188.2
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,[M+H]+,281.69
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,[M-H]-,290.65
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,[M+H]+,210.2
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C,[M+H]+,271.49
CC(=O)Oc1ccccc1C(=O)O,[M+Na]+,146.8
C=CC(C)(C)C12CC3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3C1Nc1ccccc12,[M+H]+,179
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,[M+H]+,171.4500015
CC(CC(=O)O)C(=O)O,[M-H]-,124.3
CCCCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M-H]-,296.1
CCCCC/C=C\C/C=C\CCCC/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,295.16
C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C[C@@H](C)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C[C@@H](C)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN(C(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@@H](N)C[C@@H](C)O)C1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)O,[M+H]+,365.46
CCCC=CCC=CCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CC=CCC=CCCC,[M-H]-,207.1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)C=O)[C@@H](O)[C@H]1O,[M+H]+,211.4
COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314,[M+H]+,178.2
COC(=O)Nc1nc2ccccc2[nH]1,[M+H]+,134.94
CCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,[M-H]-,255.3
CC(=O)c1c(O)cc(O)cc1O,[M+H]+,129
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,[M+H]+,187.01
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,[M-H]-,232.4
CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+H]+,299.09
NC(N)=NOCC[C@H](N)C(=O)O,[M+H]+,133.3
COc1ccc2c(c1)OCC(Cc1ccc(OC)c(OC)c1)C2=O,[M+H]+,176.6
CCCCC[C@H](O)/C=C/[C@H]1OC(O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,[M-H]-,194.44
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,290
CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+H]+,275.8
CON(C)C(=O)Nc1ccc(Br)cc1,[M+H]+,145.41
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCC,[M-H]-,260.59
CCCC=CCC=CCC=CCC=CCC=CCC=CCC=CCC(=O)O[C@H](COC(=O)CC=CCC=CCC=CCC=CCC=CCC=CCC=CCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+Na]+,314.6
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,[M+H]+,303.8
N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,[M+H]+,162.6
N[C@@H](CCCC(=O)O)C(=O)O,[M+Na]+,142.2270928
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,[M+H]+,168.3
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)[C@H](O)CCCCCCCCCCCCCCC,[M+Na]+,305.67
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,[M+Na]+,280.53
CS(=N)(=O)CCC(N)C(=O)O,[M-H]-,136.2
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,[M+H]+,166.1
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,[M+H]+,144.2
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,[M-H]-,283.6
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCC,[M-H]-,259.05
CSc1nc(NC(C)C)nc(NC(C)C)n1,[M+H]+,160.6
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,[M-H]-,205.0535702
CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)(O)OCCN,[M+H]+,216.38
CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,280.8
CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,[M+H]+,230.15
CCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,[M-H]-,266.58
CCCCCC(=O)/C=C/C=C/CCCCCCCC(=O)O,[M+H]+,179.4
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,[M+H]+,225.8
COc1c2ccoc2c(OC)c2oc(=O)ccc12,[M+H]+,146.5
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC/C=C\CCCCCCCCCC,[M-H]-,289.3
CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCC[C@H](C)CCCCCCCC)COP(=O)(O)OCCN,[M-H]-,250.38
CCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCC,[M+H]+,273.66
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,[M-H]-,273.3
Nc1nccs1,[M+H]+,117.2
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,[M+H]+,178.6
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O,[M-H]-,183.1718193
Cn1c(=O)c2c(ncn2C)n(C)c1=O,[M+Na]+,142.9333333
CCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)O,[M-H]-,254.5
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,287.46
